purpose,mode,period,area,traveller_type,trip_rate,tt_desc
HBW,Car,PM,7,38,0.003,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,7,39,0.036,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,7,40,0.022,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,7,41,0.001,"male 75+, in 1 adult households with no car"
HBW,Car,PM,7,42,0.002,"male 75+, in 1 adult households with one car"
HBW,Car,PM,7,43,0.000,"male 75+, in 2 adult households with no car"
HBW,Car,PM,7,44,0.006,"male 75+, in 2 adult households with one car"
HBW,Car,PM,7,45,0.003,"male 75+, in 2 adult households with two plus cars"
HBW,Car,PM,7,46,0.001,"male 75+, in 3+ adult households with no car"
HBW,Car,PM,7,47,0.014,"male 75+, in 3+ adult households with one car"
HBW,Car,PM,7,48,0.009,"male 75+, in 3+ adult households with two plus cars"
HBW,Car,PM,7,49,0.067,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,PM,7,50,0.022,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,7,51,0.034,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,PM,7,52,0.070,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,PM,7,53,0.034,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,7,54,0.035,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,7,55,0.098,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,7,56,0.085,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,7,57,0.053,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,PM,7,58,0.051,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,7,59,0.027,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,PM,7,60,0.181,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,PM,7,61,0.101,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,7,62,0.032,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,7,63,0.154,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,7,64,0.171,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,7,65,0.004,"female students (16 to 74), in 1 adult households with no car"
HBW,Car,PM,7,66,0.004,"female students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,7,67,0.003,"female students (16 to 74), in 2 adult households with no car"
HBW,Car,PM,7,68,0.022,"female students (16 to 74), in 2 adult households with one car"
HBW,Car,PM,7,69,0.012,"female students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,7,70,0.003,"female students (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,7,71,0.014,"female students (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,7,72,0.022,"female students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,7,73,0.001,"female not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,PM,7,74,0.002,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,7,75,0.000,"female not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,PM,7,76,0.008,"female not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,PM,7,77,0.002,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,7,78,0.001,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,7,79,0.017,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,7,80,0.010,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,7,81,0.000,"female 75+, in 1 adult households with no car"
HBW,Car,PM,7,82,0.001,"female 75+, in 1 adult households with one or more cars"
HBW,Car,PM,7,83,0.000,"female 75+, in 2 adult households with no car"
HBW,Car,PM,7,84,0.003,"female 75+, in 2 adult households with one car"
HBW,Car,PM,7,85,0.001,"female 75+, in 2 adult households with two plus cars"
HBW,Car,PM,7,86,0.000,"female 75+, in 3+ adult households with no car"
HBW,Car,PM,7,87,0.005,"female 75+, in 3+ adult households with one car"
HBW,Car,PM,7,88,0.004,"female 75+, in 3+ adult households with two plus cars"
HBW,Car,PM,8,1,0.001,"Children (0 to 15), in 1 adult household with no car"
HBW,Car,PM,8,2,0.001,"Children (0 to 15),in 1 adult household with one or more cars"
HBW,Car,PM,8,3,0.001,"Children (0 to 15), in 2 adult household with no car"
HBW,Car,PM,8,4,0.009,"Children (0 to 15), in 2 adult household with one car"
HBW,Car,PM,8,5,0.001,"Children (0 to 15), in 2 adult household with two or more cars"
HBW,Car,PM,8,6,0.000,"Children (0 to 15), in 3+ adult household with no car"
HBW,Car,PM,8,7,0.008,"Children (0 to 15), in 3+ adult household with one car"
HBW,Car,PM,8,8,0.005,"Children (0 to 15), in 3+ adult household with two or more cars"
HBW,Car,PM,8,9,0.071,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,10,0.047,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,11,0.066,"males in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,12,0.119,"males in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,13,0.055,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,14,0.035,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,15,0.221,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,16,0.102,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,17,0.054,"males in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,18,0.035,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,19,0.047,"males in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,20,0.127,"males in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,21,0.076,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,22,0.028,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,23,0.188,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,24,0.226,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,25,0.004,"male students (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,26,0.002,"male students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,27,0.004,"male students (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,28,0.016,"male students (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,29,0.008,"male students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,30,0.002,"male students (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,31,0.016,"male students (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,32,0.019,"male students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,33,0.001,"male not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,34,0.002,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,35,0.002,"male not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,36,0.010,"male not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,37,0.003,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,38,0.003,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,39,0.048,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,40,0.022,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,41,0.000,"male 75+, in 1 adult households with no car"
HBW,Car,PM,8,42,0.001,"male 75+, in 1 adult households with one car"
HBW,Car,PM,8,43,0.001,"male 75+, in 2 adult households with no car"
HBW,Car,PM,8,44,0.004,"male 75+, in 2 adult households with one car"
HBW,Car,PM,8,45,0.003,"male 75+, in 2 adult households with two plus cars"
HBW,Car,PM,8,46,0.001,"male 75+, in 3+ adult households with no car"
HBW,Car,PM,8,47,0.018,"male 75+, in 3+ adult households with one car"
HBW,Car,PM,8,48,0.009,"male 75+, in 3+ adult households with two plus cars"
HBW,Car,PM,8,49,0.064,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,50,0.026,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,51,0.061,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,52,0.069,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,53,0.034,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,54,0.033,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,55,0.088,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,56,0.105,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,57,0.049,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,58,0.018,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,59,0.049,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,60,0.168,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,61,0.092,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,62,0.030,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,63,0.168,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,64,0.205,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,65,0.005,"female students (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,66,0.003,"female students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,67,0.005,"female students (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,68,0.019,"female students (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,69,0.010,"female students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,70,0.003,"female students (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,71,0.020,"female students (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,72,0.023,"female students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,73,0.000,"female not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,PM,8,74,0.001,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,PM,8,75,0.001,"female not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,PM,8,76,0.007,"female not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,PM,8,77,0.002,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,PM,8,78,0.001,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,PM,8,79,0.023,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,PM,8,80,0.010,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,PM,8,81,0.000,"female 75+, in 1 adult households with no car"
HBW,Car,PM,8,82,0.001,"female 75+, in 1 adult households with one or more cars"
HBW,Car,PM,8,83,0.000,"female 75+, in 2 adult households with no car"
HBW,Car,PM,8,84,0.002,"female 75+, in 2 adult households with one car"
HBW,Car,PM,8,85,0.001,"female 75+, in 2 adult households with two plus cars"
HBW,Car,PM,8,86,0.000,"female 75+, in 3+ adult households with no car"
HBW,Car,PM,8,87,0.006,"female 75+, in 3+ adult households with one car"
HBW,Car,PM,8,88,0.003,"female 75+, in 3+ adult households with two plus cars"
HBW,PT,AM,3,1,0.007,"Children (0 to 15), in 1 adult household with no car"
HBW,PT,AM,3,2,0.002,"Children (0 to 15),in 1 adult household with one or more cars"
HBW,PT,AM,3,3,0.007,"Children (0 to 15), in 2 adult household with no car"
HBW,PT,AM,3,4,0.001,"Children (0 to 15), in 2 adult household with one car"
HBW,PT,AM,3,5,0.002,"Children (0 to 15), in 2 adult household with two or more cars"
HBW,PT,AM,3,6,0.003,"Children (0 to 15), in 3+ adult household with no car"
HBW,PT,AM,3,7,0.014,"Children (0 to 15), in 3+ adult household with one car"
HBW,PT,AM,3,8,0.006,"Children (0 to 15), in 3+ adult household with two or more cars"
HBW,PT,AM,3,9,1.045,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,10,0.179,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,11,0.832,"males in full time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,12,0.383,"males in full time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,13,0.067,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,14,0.941,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,15,0.459,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,16,0.179,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,17,0.809,"males in part time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,18,0.124,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,19,0.715,"males in part time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,20,0.180,"males in part time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,21,0.067,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,22,0.770,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,23,0.416,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,24,0.194,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,25,0.052,"male students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,26,0.008,"male students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,27,0.056,"male students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,28,0.032,"male students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,29,0.011,"male students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,30,0.054,"male students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,31,0.032,"male students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,32,0.026,"male students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,33,0.019,"male not employed / students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,34,0.008,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,35,0.032,"male not employed / students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,36,0.000,"male not employed / students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,37,0.005,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,38,0.074,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,39,0.112,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,40,0.034,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,41,0.011,"male 75+, in 1 adult households with no car"
HBW,PT,AM,3,42,0.006,"male 75+, in 1 adult households with one car"
HBW,PT,AM,3,43,0.013,"male 75+, in 2 adult households with no car"
HBW,PT,AM,3,44,0.014,"male 75+, in 2 adult households with one car"
HBW,PT,AM,3,45,0.005,"male 75+, in 2 adult households with two plus cars"
HBW,PT,AM,3,46,0.021,"male 75+, in 3+ adult households with no car"
HBW,PT,AM,3,47,0.050,"male 75+, in 3+ adult households with one car"
HBW,PT,AM,3,48,0.017,"male 75+, in 3+ adult households with two plus cars"
HBW,PT,AM,3,49,1.201,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,50,0.177,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,51,1.264,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,52,0.504,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,53,0.149,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,54,1.248,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,55,0.782,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,56,0.333,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,57,0.568,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,58,0.105,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,59,0.664,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,60,0.254,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,61,0.078,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,62,0.469,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,63,0.486,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,64,0.089,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,65,0.061,"female students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,66,0.010,"female students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,67,0.065,"female students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,68,0.040,"female students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,69,0.013,"female students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,70,0.062,"female students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,71,0.040,"female students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,72,0.031,"female students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,73,0.009,"female not employed / students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,3,74,0.004,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,3,75,0.014,"female not employed / students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,3,76,0.018,"female not employed / students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,3,77,0.003,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,3,78,0.028,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,3,79,0.053,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,3,80,0.016,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,3,81,0.005,"female 75+, in 1 adult households with no car"
HBW,PT,AM,3,82,0.003,"female 75+, in 1 adult households with one or more cars"
HBW,PT,AM,3,83,0.006,"female 75+, in 2 adult households with no car"
HBW,PT,AM,3,84,0.007,"female 75+, in 2 adult households with one car"
HBW,PT,AM,3,85,0.002,"female 75+, in 2 adult households with two plus cars"
HBW,PT,AM,3,86,0.010,"female 75+, in 3+ adult households with no car"
HBW,PT,AM,3,87,0.021,"female 75+, in 3+ adult households with one car"
HBW,PT,AM,3,88,0.007,"female 75+, in 3+ adult households with two plus cars"
HBW,PT,AM,4,1,0.008,"Children (0 to 15), in 1 adult household with no car"
HBW,PT,AM,4,2,0.003,"Children (0 to 15),in 1 adult household with one or more cars"
HBW,PT,AM,4,3,0.009,"Children (0 to 15), in 2 adult household with no car"
HBW,PT,AM,4,4,0.000,"Children (0 to 15), in 2 adult household with one car"
HBW,PT,AM,4,5,0.003,"Children (0 to 15), in 2 adult household with two or more cars"
HBW,PT,AM,4,6,0.002,"Children (0 to 15), in 3+ adult household with no car"
HBW,PT,AM,4,7,0.016,"Children (0 to 15), in 3+ adult household with one car"
HBW,PT,AM,4,8,0.007,"Children (0 to 15), in 3+ adult household with two or more cars"
HBW,PT,AM,4,9,0.693,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,10,0.187,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,11,0.852,"males in full time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,12,0.342,"males in full time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,13,0.143,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,14,0.610,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,15,0.378,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,16,0.215,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,17,0.662,"males in part time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,18,0.119,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,19,0.667,"males in part time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,20,0.165,"males in part time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,21,0.088,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,22,0.450,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,23,0.326,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,24,0.083,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,25,0.044,"male students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,26,0.007,"male students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,27,0.054,"male students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,28,0.032,"male students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,29,0.014,"male students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,30,0.032,"male students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,31,0.026,"male students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,32,0.024,"male students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,33,0.015,"male not employed / students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,34,0.008,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,35,0.029,"male not employed / students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,36,0.003,"male not employed / students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,37,0.006,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,38,0.044,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,39,0.088,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,40,0.031,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,41,0.008,"male 75+, in 1 adult households with no car"
HBW,PT,AM,4,42,0.005,"male 75+, in 1 adult households with one car"
HBW,PT,AM,4,43,0.011,"male 75+, in 2 adult households with no car"
HBW,PT,AM,4,44,0.013,"male 75+, in 2 adult households with one car"
HBW,PT,AM,4,45,0.006,"male 75+, in 2 adult households with two plus cars"
HBW,PT,AM,4,46,0.012,"male 75+, in 3+ adult households with no car"
HBW,PT,AM,4,47,0.038,"male 75+, in 3+ adult households with one car"
HBW,PT,AM,4,48,0.015,"male 75+, in 3+ adult households with two plus cars"
HBW,PT,AM,4,49,1.310,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,50,0.164,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,51,1.145,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,52,0.546,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,53,0.130,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,54,0.805,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,55,0.665,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,56,0.263,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,57,0.350,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,58,0.115,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,59,0.393,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,60,0.231,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,61,0.064,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,62,0.468,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,63,0.345,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,64,0.057,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,65,0.051,"female students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,66,0.010,"female students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,67,0.063,"female students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,68,0.039,"female students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,69,0.018,"female students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,70,0.037,"female students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,71,0.033,"female students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,72,0.029,"female students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,73,0.007,"female not employed / students (16 to 74), in 1 adult households with no car"
HBW,PT,AM,4,74,0.004,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,4,75,0.013,"female not employed / students (16 to 74), in 2 adult households with no car"
HBW,PT,AM,4,76,0.017,"female not employed / students (16 to 74), in 2 adult households with one car"
HBW,PT,AM,4,77,0.004,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,PT,AM,4,78,0.017,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBW,PT,AM,4,79,0.042,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBW,PT,AM,4,80,0.015,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,PT,AM,4,81,0.004,"female 75+, in 1 adult households with no car"
HBW,PT,AM,4,82,0.003,"female 75+, in 1 adult households with one or more cars"
HBW,PT,AM,4,83,0.006,"female 75+, in 2 adult households with no car"
HBW,PT,AM,4,84,0.006,"female 75+, in 2 adult households with one car"
HBW,PT,AM,4,85,0.002,"female 75+, in 2 adult households with two plus cars"
HBW,PT,AM,4,86,0.006,"female 75+, in 3+ adult households with no car"
HBW,PT,AM,4,87,0.016,"female 75+, in 3+ adult households with one car"
HBW,PT,AM,4,88,0.006,"female 75+, in 3+ adult households with two plus cars"
HBW,PT,AM,5,1,0.006,"Children (0 to 15), in 1 adult household with no car"
HBW,PT,AM,5,2,0.002,"Children (0 to 15),in 1 adult household with one or more cars"
HBW,PT,AM,5,3,0.008,"Children (0 to 15), in 2 adult household with no car"
HBW,PT,AM,5,4,0.000,"Children (0 to 15), in 2 adult household with one car"
HBW,PT,AM,5,5,0.000,"Children (0 to 15), in 2 adult household with two or more cars"
HBW,PT,AM,5,6,0.003,"Children (0 to 15), in 3+ adult household with no car"
HBW,PT,AM,5,7,0.012,"Children (0 to 15), in 3+ adult household with one car"
HBW,PT,AM,5,8,0.006,"Children (0 to 15), in 3+ adult household with two or more cars"
HBW,PT,AM,5,9,0.602,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,PT,AM,5,10,0.141,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,PT,AM,5,11,0.639,"males in full time employment (16 to 74), in 2 adult households with no car"
