purpose,mode,period,area,work_type,traveller_type,trip_rate,tt_desc
HBW,Car,OP,4,ALL,34,0.011,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,ALL,35,0.004,"male not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,ALL,36,0.022,"male not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,ALL,37,0.015,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,ALL,38,0.007,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,ALL,39,0.089,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,ALL,40,0.05,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,ALL,41,0.001,"male 75+, in 1 adult households with no car"
HBW,Car,OP,4,ALL,42,0.008,"male 75+, in 1 adult households with one car"
HBW,Car,OP,4,ALL,43,0.001,"male 75+, in 2 adult households with no car"
HBW,Car,OP,4,ALL,44,0.015,"male 75+, in 2 adult households with one car"
HBW,Car,OP,4,ALL,45,0.014,"male 75+, in 2 adult households with two plus cars"
HBW,Car,OP,4,ALL,46,0.002,"male 75+, in 3+ adult households with no car"
HBW,Car,OP,4,ALL,47,0.038,"male 75+, in 3+ adult households with one car"
HBW,Car,OP,4,ALL,48,0.025,"male 75+, in 3+ adult households with two plus cars"
HBW,Car,OP,4,WAH,49,0,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,WAH,50,0,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,WAH,51,0,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,WAH,52,0,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,WAH,53,0,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,WAH,54,0,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,WAH,55,0,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,WAH,56,0,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,WAH,57,0,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,WAH,58,0,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,WAH,59,0,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,WAH,60,0,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,WAH,61,0,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,WAH,62,0,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,WAH,63,0,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,WAH,64,0,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,ALL,65,0.003,"female students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,ALL,66,0.014,"female students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,ALL,67,0.008,"female students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,ALL,68,0.043,"female students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,ALL,69,0.041,"female students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,ALL,70,0.006,"female students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,ALL,71,0.033,"female students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,ALL,72,0.046,"female students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,ALL,73,0,"female not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,ALL,74,0.006,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,ALL,76,0.019,"female not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,ALL,77,0.009,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,ALL,78,0.003,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,ALL,79,0.042,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,ALL,80,0.024,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,ALL,81,0,"female 75+, in 1 adult households with no car"
HBW,Car,OP,4,ALL,82,0.004,"female 75+, in 1 adult households with one or more cars"
HBW,Car,OP,4,ALL,83,0.001,"female 75+, in 2 adult households with no car"
HBW,Car,OP,4,ALL,84,0.007,"female 75+, in 2 adult households with one car"
HBW,Car,OP,4,ALL,85,0.006,"female 75+, in 2 adult households with two plus cars"
HBW,Car,OP,4,ALL,86,0.001,"female 75+, in 3+ adult households with no car"
HBW,Car,OP,4,ALL,87,0.016,"female 75+, in 3+ adult households with one car"
HBW,Car,OP,4,ALL,88,0.01,"female 75+, in 3+ adult households with two plus cars"
HBW,Car,OP,4,WBC,9,0.08104338,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,WBC,10,0.46101726,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,WBC,11,0.20725848,"males in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,WBC,12,0.746661961,"males in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,WBC,13,0.4915746,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,WBC,14,0.0930006,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,WBC,15,0.827705341,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,WBC,16,0.57394656,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,WBC,17,0.05580036,"males in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,WBC,18,0.23383008,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,WBC,19,0.10761498,"males in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,WBC,20,0.3852882,"males in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,WBC,21,0.265716,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,WBC,22,0.09565776,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,WBC,23,0.43577424,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,WBC,24,0.21788712,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,WBC,49,0.03720024,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,WBC,50,0.14747238,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,WBC,51,0.13020084,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,WBC,52,0.30823056,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,WBC,53,0.2723589,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,WBC,54,0.05845752,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,WBC,55,0.3055734,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,WBC,56,0.2989305,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,4,WBC,57,0.0465003,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,4,WBC,58,0.22453002,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,4,WBC,59,0.01461438,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,4,WBC,60,0.16740108,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,4,WBC,61,0.1594296,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,4,WBC,62,0.0996435,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,4,WBC,63,0.3520737,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,4,WBC,64,0.22320144,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,ALL,1,0.001,"Children (0 to 15), in 1 adult household with no car"
HBW,Car,OP,5,ALL,2,0.006,"Children (0 to 15),in 1 adult household with one or more cars"
HBW,Car,OP,5,ALL,3,0.002,"Children (0 to 15), in 2 adult household with no car"
HBW,Car,OP,5,ALL,4,0.028,"Children (0 to 15), in 2 adult household with one car"
HBW,Car,OP,5,ALL,5,0.005,"Children (0 to 15), in 2 adult household with two or more cars"
HBW,Car,OP,5,ALL,6,0.001,"Children (0 to 15), in 3+ adult household with no car"
HBW,Car,OP,5,ALL,7,0.02,"Children (0 to 15), in 3+ adult household with one car"
HBW,Car,OP,5,ALL,8,0.016,"Children (0 to 15), in 3+ adult household with two or more cars"
HBW,Car,OP,5,WAH,9,0,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WAH,10,0,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WAH,11,0,"males in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WAH,12,0,"males in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WAH,13,0,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WAH,14,0,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WAH,15,0,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WAH,16,0,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,WAH,17,0,"males in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WAH,18,0,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WAH,19,0,"males in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WAH,20,0,"males in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WAH,21,0,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WAH,22,0,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WAH,23,0,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WAH,24,0,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,ALL,25,0.005,"male students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,ALL,26,0.015,"male students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,ALL,27,0.01,"male students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,ALL,28,0.038,"male students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,ALL,29,0.035,"male students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,ALL,30,0.008,"male students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,ALL,31,0.029,"male students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,ALL,32,0.049,"male students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,ALL,33,0.002,"male not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,ALL,34,0.018,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,ALL,35,0.006,"male not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,ALL,36,0.034,"male not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,ALL,37,0.017,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,ALL,38,0.011,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,ALL,39,0.116,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,ALL,40,0.07,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,ALL,41,0.001,"male 75+, in 1 adult households with no car"
HBW,Car,OP,5,ALL,42,0.013,"male 75+, in 1 adult households with one car"
HBW,Car,OP,5,ALL,43,0.003,"male 75+, in 2 adult households with no car"
HBW,Car,OP,5,ALL,44,0.019,"male 75+, in 2 adult households with one car"
HBW,Car,OP,5,ALL,45,0.017,"male 75+, in 2 adult households with two plus cars"
HBW,Car,OP,5,ALL,46,0.004,"male 75+, in 3+ adult households with no car"
HBW,Car,OP,5,ALL,47,0.05,"male 75+, in 3+ adult households with one car"
HBW,Car,OP,5,ALL,48,0.036,"male 75+, in 3+ adult households with two plus cars"
HBW,Car,OP,5,WAH,49,0,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WAH,50,0,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WAH,51,0,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WAH,52,0,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WAH,53,0,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WAH,54,0,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WAH,55,0,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WAH,56,0,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,WAH,57,0,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WAH,58,0,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WAH,59,0,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WAH,60,0,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WAH,61,0,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WAH,62,0,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WAH,63,0,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WAH,64,0,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,ALL,65,0.005,"female students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,ALL,66,0.02,"female students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,ALL,67,0.011,"female students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,ALL,68,0.046,"female students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,ALL,69,0.043,"female students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,ALL,70,0.01,"female students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,ALL,71,0.037,"female students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,ALL,72,0.059,"female students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,ALL,73,0.001,"female not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,ALL,74,0.009,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,ALL,76,0.018,"female not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,ALL,77,0.01,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,ALL,78,0.004,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,ALL,79,0.048,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,ALL,80,0.031,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,ALL,81,0.001,"female 75+, in 1 adult households with no car"
HBW,Car,OP,5,ALL,82,0.006,"female 75+, in 1 adult households with one or more cars"
HBW,Car,OP,5,ALL,83,0.001,"female 75+, in 2 adult households with no car"
HBW,Car,OP,5,ALL,84,0.009,"female 75+, in 2 adult households with one car"
HBW,Car,OP,5,ALL,85,0.007,"female 75+, in 2 adult households with two plus cars"
HBW,Car,OP,5,ALL,86,0.002,"female 75+, in 3+ adult households with no car"
HBW,Car,OP,5,ALL,87,0.021,"female 75+, in 3+ adult households with one car"
HBW,Car,OP,5,ALL,88,0.015,"female 75+, in 3+ adult households with two plus cars"
HBW,Car,OP,5,WBC,9,0.1793583,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WBC,10,0.657647101,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WBC,11,0.33480216,"males in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WBC,12,0.762604921,"males in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WBC,13,0.60051816,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WBC,14,0.26837316,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WBC,15,0.840991141,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WBC,16,0.798476581,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,WBC,17,0.0930006,"males in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WBC,18,0.3255021,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WBC,19,0.16075818,"males in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WBC,20,0.4251456,"males in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WBC,21,0.2059299,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WBC,22,0.15411528,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WBC,23,0.39325968,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WBC,24,0.26305884,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,WBC,49,0.10495782,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WBC,50,0.31620204,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WBC,51,0.16474392,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WBC,52,0.41584554,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WBC,53,0.265716,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WBC,54,0.1926441,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WBC,55,0.53940348,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WBC,56,0.37598814,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,5,WBC,57,0.04782888,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,5,WBC,58,0.11691504,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,5,WBC,59,0.05181462,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,5,WBC,60,0.2258586,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,5,WBC,61,0.12887226,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,5,WBC,62,0.07705764,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,5,WBC,63,0.26970174,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,5,WBC,64,0.22054428,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,ALL,1,0.001,"Children (0 to 15), in 1 adult household with no car"
HBW,Car,OP,6,ALL,2,0.005,"Children (0 to 15),in 1 adult household with one or more cars"
HBW,Car,OP,6,ALL,3,0.002,"Children (0 to 15), in 2 adult household with no car"
HBW,Car,OP,6,ALL,4,0.02,"Children (0 to 15), in 2 adult household with one car"
HBW,Car,OP,6,ALL,5,0.007,"Children (0 to 15), in 2 adult household with two or more cars"
HBW,Car,OP,6,ALL,6,0.002,"Children (0 to 15), in 3+ adult household with no car"
HBW,Car,OP,6,ALL,7,0.015,"Children (0 to 15), in 3+ adult household with one car"
HBW,Car,OP,6,ALL,8,0.013,"Children (0 to 15), in 3+ adult household with two or more cars"
HBW,Car,OP,6,WAH,9,0,"males in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,WAH,10,0,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,WAH,11,0,"males in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,WAH,12,0,"males in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,WAH,13,0,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,WAH,14,0,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,WAH,15,0,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,WAH,16,0,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,WAH,17,0,"males in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,WAH,18,0,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,WAH,19,0,"males in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,WAH,20,0,"males in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,WAH,21,0,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,WAH,22,0,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,WAH,23,0,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,WAH,24,0,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,ALL,25,0.008,"male students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,ALL,26,0.014,"male students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,ALL,27,0.011,"male students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,ALL,28,0.04,"male students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,ALL,29,0.035,"male students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,ALL,30,0.023,"male students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,ALL,31,0.026,"male students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,ALL,32,0.046,"male students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,ALL,33,0.003,"male not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,ALL,34,0.015,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,ALL,35,0.006,"male not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,ALL,36,0.035,"male not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,ALL,37,0.016,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,ALL,38,0.031,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,ALL,39,0.087,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,ALL,40,0.06,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,ALL,41,0.002,"male 75+, in 1 adult households with no car"
HBW,Car,OP,6,ALL,42,0.01,"male 75+, in 1 adult households with one car"
HBW,Car,OP,6,ALL,43,0.002,"male 75+, in 2 adult households with no car"
HBW,Car,OP,6,ALL,44,0.017,"male 75+, in 2 adult households with one car"
HBW,Car,OP,6,ALL,45,0.015,"male 75+, in 2 adult households with two plus cars"
HBW,Car,OP,6,ALL,46,0.008,"male 75+, in 3+ adult households with no car"
HBW,Car,OP,6,ALL,47,0.039,"male 75+, in 3+ adult households with one car"
HBW,Car,OP,6,ALL,48,0.03,"male 75+, in 3+ adult households with two plus cars"
HBW,Car,OP,6,WAH,49,0,"females in full time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,WAH,50,0,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,WAH,51,0,"females in full time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,WAH,52,0,"females in full time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,WAH,53,0,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,WAH,54,0,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,WAH,55,0,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,WAH,56,0,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,WAH,57,0,"females in part time employment (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,WAH,58,0,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,WAH,59,0,"females in part time employment (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,WAH,60,0,"females in part time employment (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,WAH,61,0,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,WAH,62,0,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,WAH,63,0,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,WAH,64,0,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,ALL,65,0.009,"female students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,ALL,66,0.018,"female students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,ALL,67,0.012,"female students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,ALL,68,0.05,"female students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,ALL,69,0.044,"female students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,ALL,70,0.026,"female students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,ALL,71,0.033,"female students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,ALL,72,0.056,"female students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,ALL,73,0.001,"female not employed / students (16 to 74), in 1 adult households with no car"
HBW,Car,OP,6,ALL,74,0.008,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBW,Car,OP,6,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBW,Car,OP,6,ALL,76,0.021,"female not employed / students (16 to 74), in 2 adult households with one car"
HBW,Car,OP,6,ALL,77,0.009,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBW,Car,OP,6,ALL,78,0.011,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBW,Car,OP,6,ALL,79,0.041,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBW,Car,OP,6,ALL,80,0.028,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBW,Car,OP,6,ALL,81,0.001,"female 75+, in 1 adult households with no car"
HBW,Car,OP,6,ALL,82,0.005,"female 75+, in 1 adult households with one or more cars"
HBW,Car,OP,6,ALL,83,0.001,"female 75+, in 2 adult households with no car"
HBW,Car,OP,6,ALL,84,0.008,"female 75+, in 2 adult households with one car"
HBW,Car,OP,6,ALL,85,0.006,"female 75+, in 2 adult households with two plus cars"
HBW,Car,OP,6,ALL,86,0.004,"female 75+, in 3+ adult households with no car"
HBW,Car,OP,6,ALL,87,0.016,"female 75+, in 3+ adult households with one car"
HBW,Car,OP,6,ALL,88,0.012,"female 75+, in 3+ adult households with two plus cars"
